--------------------------------------------------------
-- Collect memory reference at line:29@file:../ScriptModule\module.lua
--------------------------------------------------------
-- [Table/Function/String Address/Name]	[Reference Path]	[Reference Count]
--------------------------------------------------------
-- From Root Object: table: 00000140B2BD9400 (registry)
function: 00000140B49E89B0	registry.2[_G].package.loaded.coroutine.resume.[ups:function:debug_hook].[ups:function:_resume].[ups:function:debug_hook].[ups:function:debugger_stackInfo][line:958@file:../ScriptModule\LuaDebug.lua]	1
string: "2_524512040044300"	registry.2[_G].TableLevelup.130049.CostMoney[string]	1
string: "673476945570"	registry.2[_G].TableLevelup.130045.ProduceMoney[string]	1
string: "2_346702957419707"	registry.2[_G].TableLevelup.130046.CostMoney[string]	1
table: 00000140B4EC7480	registry.2[_G].TableLevelup.130047	1
string: "2_392300134"	registry.2[_G].TableLevelup.50052.CostMoney[string]	1
table: 00000140B4FB6B10	registry.2[_G].TableLevelup.310144	1
string: "2_7.13931279223631E+25"	registry.2[_G].TableLevelup.280106.CostMoney[string]	1
string: "2_6.8257690438864E+27"	registry.2[_G].TableLevelup.290135.CostMoney[string]	1
table: 00000140B4E70F80	registry.2[_G].TableLevelup.150117	1
string: "2_3.20186040552588E+22"	registry.2[_G].TableLevelup.170136.CostMoney[string]	1
string: "2_1714147992109670000"	registry.2[_G].TableLevelup.190044.CostMoney[string]	1
string: "10560000"	registry.2[_G].TableLevelup.60096.ProduceMoney[string]	1
string: "2_2418520820"	registry.2[_G].TableLevelup.20116.CostMoney[string]	1
string: "2_2.95005124127439E+28"	registry.2[_G].TableLevelup.320131.CostMoney[string]	1
table: 00000140B4E364C0	registry.2[_G].TableLevelup.60089	1
table: 00000140B4F107E0	registry.2[_G].taskTable.3213	1
string: "2_1.28029841686185E+21"	registry.2[_G].TableLevelup.270032.CostMoney[string]	1
string: "2_1378110149704830"	registry.2[_G].TableLevelup.130056.CostMoney[string]	1
table: 00000140B4FB5010	registry.2[_G].TableLevelup.310138	1
table: 00000140B4B60FB0	registry.2[_G].TableBuilding.18	1
string: "12856031667648"	registry.2[_G].TableLevelup.160018.ProduceMoney[string]	1
string: "2_16522335032057200"	registry.2[_G].TableLevelup.130074.CostMoney[string]	1
table: 00000140B4AA8920	registry.2[_G].TableLevelup.320074	1
string: "32243200000"	registry.2[_G].TableLevelup.110044.ProduceMoney[string]	1
string: "2_1.29897802294798E+25"	registry.2[_G].TableLevelup.320075.CostMoney[string]	1
table: 00000140B4F50F30	registry.2[_G].TableLevelup.210141	1
table: 00000140B4F40F30	registry.2[_G].TableLevelup.250040	1
table: 00000140B4ECC800	registry.2[_G].TableLevelup.140060	1
table: 00000140B4F48F30	registry.2[_G].TableLevelup.200031	1
table: 00000140B4B28FB0	registry.2[_G].TableLevelup.30099	1
table: 00000140B4F38F30	registry.2[_G].TableLevelup.230111	1
string: "1.47804525855686E+17"	registry.2[_G].TableLevelup.240004.ProduceMoney[string]	1
string: "1.52560273331135E+18"	registry.2[_G].TableLevelup.250013.ProduceMoney[string]	1
function: 00000140B4A30940	registry.2[_G].LuaNFrame.GetUUID[line:114@file:../ScriptModule/gxlua\LuaNFrame.lua]	1
string: "1077563112912"	registry.2[_G].TableLevelup.130072.ProduceMoney[string]	1
string: "2_3154131257481290"	registry.2[_G].TableLevelup.130062.CostMoney[string]	1
string: "2_3620865565944070"	registry.2[_G].TableLevelup.130063.CostMoney[string]	1
string: "972800032490"	registry.2[_G].TableLevelup.130065.ProduceMoney[string]	1
string: "927901569452"	registry.2[_G].TableLevelup.130062.ProduceMoney[string]	1
function: 00000140B4A31540	registry.2[_G].LuaNFrame.SendToAllServerByServerType[line:385@file:../ScriptModule/gxlua\LuaNFrame.lua]	1
string: "897969260760"	registry.2[_G].TableLevelup.130060.ProduceMoney[string]	1
table: 00000140B4E34840	registry.2[_G].TableLevelup.60005	1
string: "run"	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:table:LuaDebugger].breakInfos.luanframe.e:/staticnframe/product/run/scriptmodule/gxlua/luanframe.pathNames.4[string]	1
string: "27140511298368"	registry.2[_G].TableLevelup.160038.ProduceMoney[string]	1
string: "1062596958566"	registry.2[_G].TableLevelup.130071.ProduceMoney[string]	1
function: 00000140B4950990	registry.2[_G].NFINetClientModule.___const.CloseServer[line:-1@file:[C]]	1
string: "2_36368833127016500000"	registry.2[_G].TableLevelup.280001.CostMoney[string]	1
string: "2_8287207857171610"	registry.2[_G].TableLevelup.130069.CostMoney[string]	1
string: "2_32940835998858700"	registry.2[_G].TableLevelup.130079.CostMoney[string]	1
table: 00000140B4FB4590	registry.2[_G].TableLevelup.310124	1
table: 00000140B4FC4710	registry.2[_G].TableLevelup.280070	1
function: 00000140B4A38F80	registry.2[_G].package.loaded.ProFi.setHighestMemoryReport[line:408@file:../ScriptModule/gxlua/ProFi.lua]	1
function: 00000140B4950F40	registry.2[_G].NFINetClientModule.___class.SendByServerID[line:-1@file:[C]]	1
table: 00000140B4FCC610	registry.2[_G].TableLevelup.300001	1
string: "2_98109941068900600000"	registry.2[_G].TableLevelup.150113.CostMoney[string]	1
table: 00000140B4A14780	registry.2[_G].TableLevelup.20107	1
function: 00000140B4A68770	registry.2[_G].LuaNFrame.HttpServerAddRequestHandler[line:508@file:../ScriptModule/gxlua\LuaNFrame.lua]	1
string: "2_3.98261786549222E+21"	registry.2[_G].TableLevelup.300024.CostMoney[string]	1
string: "62000"	registry.2[_G].TableLevelup.40031.ProduceMoney[string]	1
table: 00000140B4B28730	registry.2[_G].TableLevelup.40115	1
table: 00000140B4B23E30	registry.2[_G].TableLevelup.40037	1
string: "10125"	registry.2[_G].TableLevelup.10135.ProduceMoney[string]	1
table: 00000140B4B24730	registry.2[_G].TableLevelup.30138	1
string: "2_866503263636578000"	registry.2[_G].TableLevelup.100137.CostMoney[string]	1
string: "2_4.53276939461302E+22"	registry.2[_G].TableLevelup.320034.CostMoney[string]	1
string: "2_1.45936181972464E+20"	registry.2[_G].TableLevelup.230043.CostMoney[string]	1
string: "2_1818599991025940000"	registry.2[_G].TableLevelup.200036.CostMoney[string]	1
string: "1.15413164014415E+18"	registry.2[_G].TableLevelup.230097.ProduceMoney[string]	1
table: 00000140B49D07A0	registry.2[_G].TableLevelup.20147	1
table: 00000140B49C0CA0	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:table:LuaDebugger].event	1
string: "2035396991056"	registry.2[_G].TableLevelup.130136.ProduceMoney[string]	1
function: 00007FF69CC133D9	registry.2[_G].LuaNFrame.luaModule.[userdata:metatable].___const.__gc[line:-1@file:[C]]	1
string: "2_65167301010636300000"	registry.2[_G].TableLevelup.130134.CostMoney[string]	1
string: "8.41835731175727E+19"	registry.2[_G].TableLevelup.270111.ProduceMoney[string]	1
string: "2005464682364"	registry.2[_G].TableLevelup.130134.ProduceMoney[string]	1
string: "60000"	registry.2[_G].TableLevelup.40030.ProduceMoney[string]	1
string: "2_2140"	registry.2[_G].TableLevelup.20015.CostMoney[string]	1
string: "2_92670287718305000"	registry.2[_G].TableLevelup.80148.CostMoney[string]	1
string: "2_3.41853765249507E+20"	registry.2[_G].TableLevelup.160112.CostMoney[string]	1
table: 00000140B4E70680	registry.2[_G].TableLevelup.160013	1
table: 00000140B4AA8F20	registry.2[_G].TableLevelup.30023	1
string: "314773617274641"	registry.2[_G].TableLevelup.170089.ProduceMoney[string]	1
table: 00000140B49547C0	registry.2[_G].NFINetClientModule.___getters	1
string: "2_7996325371616920"	registry.2[_G].TableLevelup.180014.CostMoney[string]	1
function: 00007FF69CC066E3	registry.2[_G].LuaNFrame.logModule.[userdata:metatable].__gc[line:-1@file:[C]]	1
string: "2_7425405"	registry.2[_G].TableLevelup.40037.CostMoney[string]	1
table: 00000140B4FD1B10	registry.2[_G].TableLevelup.310069	1
table: 00000140B4F005E0	registry.2[_G].TableLobbyIdConfig.9073	1
function: 00000140B4A68700	registry.2[_G].LuaNFrame.BeginProfiler[line:41@file:../ScriptModule/gxlua\LuaNFrame.lua]	1
string: "2_38896614"	registry.2[_G].TableLevelup.40049.CostMoney[string]	1
string: "2_7.07334446685165E+21"	registry.2[_G].TableLevelup.150144.CostMoney[string]	1
string: "2040000"	registry.2[_G].TableLevelup.50102.ProduceMoney[string]	1
userdata: 00000140B4950788	registry.2[_G].LuaNFrame.serverModule.[userdata:metatable].AddServer.[ups:userdata:]	1
string: "2_5.26044473265692E+21"	registry.2[_G].TableLevelup.290033.CostMoney[string]	1
table: 00000140B4F10E60	registry.2[_G].taskTable.3185	1
table: 00000140B4F3C5B0	registry.2[_G].TableLevelup.240068	1
string: "51000"	registry.2[_G].TableLevelup.20136.ProduceMoney[string]	1
string: "2_117320231"	registry.2[_G].TableLevelup.40057.CostMoney[string]	1
string: "417340301555142"	registry.2[_G].TableLevelup.170118.ProduceMoney[string]	1
string: "2_221401198507"	registry.2[_G].TableLevelup.100027.CostMoney[string]	1
string: "2.86929271345657E+16"	registry.2[_G].TableLevelup.200144.ProduceMoney[string]	1
string: "2.33432479334951E+21"	registry.2[_G].TableLevelup.310095.ProduceMoney[string]	1
table: 00000140B4E70E80	registry.2[_G].TableLevelup.150126	1
table: 00000140B4EC8E80	registry.2[_G].TableLevelup.130042	1
table: 00000140B4B24EB0	registry.2[_G].TableLevelup.40041	1
string: "2_12895871"	registry.2[_G].TableLevelup.40041.CostMoney[string]	1
table: 00000140B4ED0E80	registry.2[_G].TableLevelup.150032	1
string: "2_3.72254521950129E+27"	registry.2[_G].TableLevelup.320116.CostMoney[string]	1
string: "1.4060557789125E+20"	registry.2[_G].TableLevelup.280082.ProduceMoney[string]	1
table: 00000140B4E68E80	registry.2[_G].TableLevelup.170110	1
string: "7063492044800"	registry.2[_G].TableLevelup.150032.ProduceMoney[string]	1
string: "2_1818729785935460"	registry.2[_G].TableLevelup.160024.CostMoney[string]	1
string: "2_19509611"	registry.2[_G].TableLevelup.40044.CostMoney[string]	1
string: "2_1.95259816998084E+21"	registry.2[_G].TableLevelup.190095.CostMoney[string]	1
table: 00000140B4E30640	registry.2[_G].TableLevelup.50026	1
table: 00000140B4E38640	registry.2[_G].TableLevelup.70031	1
table: 00000140B4E34640	registry.2[_G].TableLevelup.60041	1
string: "2945280000"	registry.2[_G].TableLevelup.90118.ProduceMoney[string]	1
string: "2_49449790669680900000"	registry.2[_G].TableLevelup.130132.CostMoney[string]	1
string: "2_40804941094631"	registry.2[_G].TableLevelup.80092.CostMoney[string]	1
string: "2_445945875003425"	registry.2[_G].TableLevelup.110070.CostMoney[string]	1
table: 00000140B4ED0700	registry.2[_G].TableLevelup.150011	1
table: 00000140B4EC8700	registry.2[_G].TableLevelup.130038	1
string: "2_2726333932591740000"	registry.2[_G].TableLevelup.130111.CostMoney[string]	1
table: 00000140B4E30740	registry.2[_G].TableLevelup.50063	1
string: "2_122932509385383"	registry.2[_G].TableLevelup.120049.CostMoney[string]	1
table: 00000140B4E34740	registry.2[_G].TableLevelup.60032	1
table: 00000140B4E2D340	registry.2[_G].TableLevelup.80078	1
string: "2_1.47353771280243E+24"	registry.2[_G].TableLevelup.240103.CostMoney[string]	1
string: "2_5.28143602525358E+21"	registry.2[_G].TableLevelup.310022.CostMoney[string]	1
string: "2_66880765"	registry.2[_G].TableLevelup.20090.CostMoney[string]	1
table: 00000140B4E6C700	registry.2[_G].TableLevelup.180050	1
string: "2_12668975390"	registry.2[_G].TableLevelup.20128.CostMoney[string]	1
table: 00000140B4F086E0	registry.2[_G].taskTable.2088	1
table: 00000140B4B233B0	registry.2[_G].TableLevelup.30132	1
string: "2.29770090700336E+20"	registry.2[_G].TableLevelup.280134.ProduceMoney[string]	1
string: "偶然乘兴，步过东冈。正莺儿啼，燕儿舞，蝶儿忙。 "	registry.2[_G].StoreData.4004.info[string]	1
string: "1556480051984"	registry.2[_G].TableLevelup.130104.ProduceMoney[string]	1
table: 00000140B4F10EE0	registry.2[_G].taskTable.3197	1
string: "2_4965990375494820000"	registry.2[_G].TableLevelup.210036.CostMoney[string]	1
string: "2_46068293768481800000"	registry.2[_G].TableLevelup.120142.CostMoney[string]	1
string: "2.67003627502209E+16"	registry.2[_G].TableLevelup.200134.ProduceMoney[string]	1
string: "1541513897638"	registry.2[_G].TableLevelup.130103.ProduceMoney[string]	1
string: "2_4.27339089677749E+27"	registry.2[_G].TableLevelup.320117.CostMoney[string]	1
string: "2_8603952714131"	registry.2[_G].TableLevelup.70094.CostMoney[string]	1
string: "[C]                                               : getregistry                             :   -1                "	registry.2[_G].package.loaded.ProFi.reports.14.title[string]	1
string: "4230000"	registry.2[_G].TableLevelup.50141.ProduceMoney[string]	1
string: "37960000"	registry.2[_G].TableLevelup.70065.ProduceMoney[string]	1
string: "2_3.56438926887688E+26"	registry.2[_G].TableLevelup.320099.CostMoney[string]	1
string: "1586412360676"	registry.2[_G].TableLevelup.130106.ProduceMoney[string]	1
string: "2_3.07004113526216E+21"	registry.2[_G].TableLevelup.260044.CostMoney[string]	1
table: 00000140B4FB9010	registry.2[_G].TableLevelup.250144	1
string: "2_6288440481927980"	registry.2[_G].TableLevelup.130067.CostMoney[string]	1
string: "3.68707006439559E+21"	registry.2[_G].TableLevelup.320074.ProduceMoney[string]	1
table: 00000140B4E78EC0	registry.2[_G].TableLevelup.100030	1
string: "2_1.18359499322504E+24"	registry.2[_G].TableLevelup.200133.CostMoney[string]	1
string: "2_2537499"	registry.2[_G].TableLevelup.10088.CostMoney[string]	1
table: 00000140B4E80EC0	registry.2[_G].TableLevelup.110115	1
string: "2_24802831620237800000"	registry.2[_G].TableLevelup.130127.CostMoney[string]	1
table: 00000140B4E7C6C0	registry.2[_G].TableLevelup.100131	1
table: 00000140B4ECA300	registry.2[_G].TableLevelup.130127	1
string: "2.57629339915024E+15"	registry.2[_G].TableLevelup.190044.ProduceMoney[string]	1
table: 00000140B4FD0E90	registry.2[_G].TableLevelup.300123	1
table: 00000140B4E30EC0	registry.2[_G].TableLevelup.50073	1
string: "3.06694391150549E+18"	registry.2[_G].TableLevelup.240083.ProduceMoney[string]	1
table: 00000140B4FB8E90	registry.2[_G].TableLevelup.250096	1
table: 00000140B4FC8E90	registry.2[_G].TableLevelup.290017	1
table: 00000140B4FC0E90	registry.2[_G].TableLevelup.270057	1
string: "1780972367174"	registry.2[_G].TableLevelup.130119.ProduceMoney[string]	1
string: "1870769293250"	registry.2[_G].TableLevelup.130125.ProduceMoney[string]	1
string: "1.11843684715E+18"	registry.2[_G].TableLevelup.230094.ProduceMoney[string]	1
table: 00000140B4FC4690	registry.2[_G].TableLevelup.280054	1
string: "2_4503509626"	registry.2[_G].TableLevelup.60053.CostMoney[string]	1
string: "2_14281397623102500000"	registry.2[_G].TableLevelup.130123.CostMoney[string]	1
function: 00007FF69D58BDF0	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:function:debugger_sendMsg].[ups:table:json].decode.[ups:function:decode_scanWhitespace].[ups:table:string].pack[line:-1@file:[C]]	1
string: "1.14598123623106E+21"	registry.2[_G].TableLevelup.320023.ProduceMoney[string]	1
table: 00000140B4B647B0	registry.2[_G].TableLevelup.10074	1
table: 00000140B4B28F30	registry.2[_G].TableLevelup.30076	1
string: "2_16394695295065500000"	registry.2[_G].TableLevelup.130124.CostMoney[string]	1
function: 00000140B2BFCF70	registry.2[_G].LuaNFrame.pluginManager.[userdata:metatable].GetServerNetEventModule[line:-1@file:[C]]	1
table: 00000140B4F38EB0	registry.2[_G].TableLevelup.230062	1
string: "2_1493192073385420000"	registry.2[_G].TableLevelup.190043.CostMoney[string]	1
table: 00000140B4F40EB0	registry.2[_G].TableLevelup.250065	1
table: 00000140B4F50EB0	registry.2[_G].TableLevelup.220013	1
table: 00000140B4F48EB0	registry.2[_G].TableLevelup.200056	1
string: "22855167409152"	registry.2[_G].TableLevelup.160032.ProduceMoney[string]	1
string: "2_2.35807051738759E+28"	registry.2[_G].TableLevelup.300137.CostMoney[string]	1
string: "2_9190967006332"	registry.2[_G].TableLevelup.100054.CostMoney[string]	1
table: 00000140B4FCD990	registry.2[_G].TableLevelup.300083	1
string: "2_3498104164971"	registry.2[_G].TableLevelup.100047.CostMoney[string]	1
string: "product"	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:table:LuaDebugger].breakInfos.luanframe.e:/staticnframe/product/run/scriptmodule/gxlua/luanframe.pathNames.3[string]	1
string: "2_300106777885243000"	registry.2[_G].TableLevelup.160061.CostMoney[string]	1
table: 00000140B4E314C0	registry.2[_G].TableLevelup.50113	1
table: 00000140B4E294C0	registry.2[_G].TableLevelup.70093	1
table: 00000140B4FB9490	registry.2[_G].TableLevelup.260026	1
string: "2_3.30865575009149E+20"	registry.2[_G].TableLevelup.280017.CostMoney[string]	1
string: "1.17255691128048E+19"	registry.2[_G].TableLevelup.260037.ProduceMoney[string]	1
string: "5500"	registry.2[_G].TableLevelup.10110.ProduceMoney[string]	1
string: "2_402184686"	registry.2[_G].TableLevelup.20103.CostMoney[string]	1
table: 00000140B4FB6410	registry.2[_G].TableLevelup.320044	1
string: "4500"	registry.2[_G].TableLevelup.20090.ProduceMoney[string]	1
table: 00000140B4FB9D90	registry.2[_G].TableLevelup.260044	1
string: "4.21879159236978E+20"	registry.2[_G].TableLevelup.290087.ProduceMoney[string]	1
string: "2_6579620011"	registry.2[_G].TableLevelup.70042.CostMoney[string]	1
table: 00000140B4FC1490	registry.2[_G].TableLevelup.280007	1
table: 00000140B4FD1490	registry.2[_G].TableLevelup.310023	1
table: 00000140B4B29530	registry.2[_G].TableLevelup.30106	1
string: "1.43968998409734E+18"	registry.2[_G].TableLevelup.230121.ProduceMoney[string]	1
table: 00000140B49CDBA0	registry.2[_G].luaIdePrintErr.[ups:table:json].decode.[ups:function:decode_scanString].[ups:table:escapeSequences].[metatable]	1
table: 00000140B4F314B0	registry.2[_G].TableLevelup.220028	1
table: 00000140B4F414B0	registry.2[_G].TableLevelup.180132	1
table: 00000140B4F394B0	registry.2[_G].TableLevelup.240018	1
string: "2_18"	registry.2[_G].TableLevelup.10002.CostMoney[string]	1
string: "6589274218800"	registry.2[_G].TableLevelup.140105.ProduceMoney[string]	1
function: 00000140B49C1BA0	registry.2[_G].package.loaded.socket.core.try[line:-1@file:[C]]	1
string: "1.76094312104468E+18"	registry.2[_G].TableLevelup.230148.ProduceMoney[string]	1
string: "1.95805662239289E+16"	registry.2[_G].TableLevelup.210022.ProduceMoney[string]	1
string: "5800"	registry.2[_G].TableLevelup.10116.ProduceMoney[string]	1
table: 00000140B4E794C0	registry.2[_G].TableLevelup.100047	1
table: 00000140B4E714C0	registry.2[_G].TableLevelup.80102	1
